job_id,title,career_cluster,company_name,region,city,salary,experience_level,education_required,technical_skills,soft_skills,preferred_traits,work_arrangement,company_size,industry_growth,posting_date,applications_received,job_views,save_rate,job_description
958,Chemist,Science & Research,Company 958,Australia,Adelaide,226403,Director,Associate's Degree,"Data Analysis, Experimental Design, Laboratory Techniques, Scientific Instrumentation, Scientific Writing","Problem Solving, Leadership, Teamwork","Organized, People-oriented, Methodical",Hybrid,Startup (1-50),Moderate Growth,2025-03-25,498,2490,0.35,"This is a Director Chemist position requiring expertise in Data Analysis, Experimental Design, Laboratory Techniques, Scientific Instrumentation, Scientific Writing. The ideal candidate should have strong Problem Solving, Leadership, Teamwork skills and be Organized, People-oriented, Methodical."
959,Product Manager,Business,Company 959,South America,Lima,62861,Entry-level,Certification,"CRM Software, Budgeting, Tableau, PowerBI, Data Analysis, Financial Modeling","Adaptability, Interpersonal Skills","Organized, Detail-oriented, Collaborative",On-site,Startup (1-50),Moderate Growth,2025-03-17,56,560,0.31,"This is a Entry-level Product Manager position requiring expertise in CRM Software, Budgeting, Tableau, PowerBI, Data Analysis, Financial Modeling. The ideal candidate should have strong Adaptability, Interpersonal Skills skills and be Organized, Detail-oriented, Collaborative."
960,Laboratory Technician,Science & Research,Company 960,Europe,Paris,135663,Manager,Master's Degree,"Scientific Instrumentation, Research Methods, Python, MATLAB","Attention to Detail, Negotiation","Collaborative, Outgoing, Organized",Hybrid,Large (1000+),High Growth,2025-03-15,193,2316,0.15,"This is a Manager Laboratory Technician position requiring expertise in Scientific Instrumentation, Research Methods, Python, MATLAB. The ideal candidate should have strong Attention to Detail, Negotiation skills and be Collaborative, Outgoing, Organized."
961,Financial Analyst,Business,Company 961,North America,New York,222890,Director,Master's Degree,"Project Management, Budgeting, Google Analytics","Communication, Negotiation, Attention to Detail, Work Ethic","Collaborative, Outgoing, Cautious",Hybrid,Medium (201-1000),Emerging Field,2025-03-12,472,7080,0.1,"This is a Director Financial Analyst position requiring expertise in Project Management, Budgeting, Google Analytics. The ideal candidate should have strong Communication, Negotiation, Attention to Detail, Work Ethic skills and be Collaborative, Outgoing, Cautious."
962,Academic Advisor,Education,Company 962,North America,Austin,264960,Executive,High School,"Educational Technology, Curriculum Development, Online Course Development, Instructional Design, Learning Management Systems","Attention to Detail, Time Management","Task-oriented, Organized",Flexible,Large (1000+),Stable Growth,2025-03-26,311,2799,0.1,"This is a Executive Academic Advisor position requiring expertise in Educational Technology, Curriculum Development, Online Course Development, Instructional Design, Learning Management Systems. The ideal candidate should have strong Attention to Detail, Time Management skills and be Task-oriented, Organized."
963,School Counselor,Education,Company 963,North America,New York,240978,Executive,PhD,"Educational Technology, Online Course Development, Learning Management Systems, Classroom Management, Assessment","Attention to Detail, Leadership, Conflict Resolution","Adaptable, Cautious, Detail-oriented",Remote,Startup (1-50),Emerging Field,2025-04-03,22,242,0.19,"This is a Executive School Counselor position requiring expertise in Educational Technology, Online Course Development, Learning Management Systems, Classroom Management, Assessment. The ideal candidate should have strong Attention to Detail, Leadership, Conflict Resolution skills and be Adaptable, Cautious, Detail-oriented."
964,Medical Researcher,Healthcare,Company 964,Australia,Melbourne,171857,Manager,High School,"Patient Care, Electronic Health Records, Medical Terminology, Healthcare Regulations","Critical Thinking, Emotional Intelligence, Leadership","Innovative, Collaborative, Analytical",Flexible,Startup (1-50),Moderate Growth,2025-03-18,233,2796,0.25,"This is a Manager Medical Researcher position requiring expertise in Patient Care, Electronic Health Records, Medical Terminology, Healthcare Regulations. The ideal candidate should have strong Critical Thinking, Emotional Intelligence, Leadership skills and be Innovative, Collaborative, Analytical."
965,Astrophysicist,Science & Research,Company 965,Asia,Tokyo,54008,Entry-level,Bachelor's Degree,"Data Analysis, Experimental Design, Research Methods, Python","Self-Motivation, Time Management, Emotional Intelligence, Work Ethic","Cautious, Collaborative",Hybrid,Enterprise (10000+),Emerging Field,2025-03-17,93,1116,0.13,"This is a Entry-level Astrophysicist position requiring expertise in Data Analysis, Experimental Design, Research Methods, Python. The ideal candidate should have strong Self-Motivation, Time Management, Emotional Intelligence, Work Ethic skills and be Cautious, Collaborative."
966,Graphic Designer,Creative Arts,Company 966,Australia,Melbourne,238270,Director,High School,"Sketch, Illustrator, Unity, Adobe Creative Suite, After Effects, 3D Modeling","Interpersonal Skills, Creativity, Teamwork, Emotional Intelligence","Independent, Organized",On-site,Enterprise (10000+),Stable Growth,2025-03-29,220,1540,0.24,"This is a Director Graphic Designer position requiring expertise in Sketch, Illustrator, Unity, Adobe Creative Suite, After Effects, 3D Modeling. The ideal candidate should have strong Interpersonal Skills, Creativity, Teamwork, Emotional Intelligence skills and be Independent, Organized."
967,Mobile Developer,Technology,Company 967,Asia,Bangalore,102349,Senior,Master's Degree,"Machine Learning, Kubernetes, TensorFlow","Conflict Resolution, Work Ethic, Time Management, Self-Motivation","Adaptable, Detail-oriented, People-oriented",Hybrid,Startup (1-50),Emerging Field,2025-03-09,32,352,0.33,"This is a Senior Mobile Developer position requiring expertise in Machine Learning, Kubernetes, TensorFlow. The ideal candidate should have strong Conflict Resolution, Work Ethic, Time Management, Self-Motivation skills and be Adaptable, Detail-oriented, People-oriented."
968,Chemist,Science & Research,Company 968,North America,San Francisco,86376,Mid-level,Certification,"Laboratory Techniques, Data Analysis, R","Leadership, Interpersonal Skills","Independent, Collaborative",On-site,Small (51-200),High Growth,2025-03-31,154,1078,0.07,"This is a Mid-level Chemist position requiring expertise in Laboratory Techniques, Data Analysis, R. The ideal candidate should have strong Leadership, Interpersonal Skills skills and be Independent, Collaborative."
969,Healthcare Administrator,Healthcare,Company 969,Europe,Paris,162926,Manager,Master's Degree,"Clinical Assessment, Medical Software, Medical Terminology","Attention to Detail, Interpersonal Skills, Communication","People-oriented, Collaborative",Flexible,Large (1000+),Stable Growth,2025-03-10,82,492,0.06,"This is a Manager Healthcare Administrator position requiring expertise in Clinical Assessment, Medical Software, Medical Terminology. The ideal candidate should have strong Attention to Detail, Interpersonal Skills, Communication skills and be People-oriented, Collaborative."
970,Education Technology Specialist,Education,Company 970,South America,Santiago,109390,Mid-level,PhD,"Curriculum Development, Educational Technology, Classroom Management","Adaptability, Attention to Detail, Teamwork, Self-Motivation","Collaborative, Cautious, Outgoing",On-site,Small (51-200),Moderate Growth,2025-03-18,301,3311,0.38,"This is a Mid-level Education Technology Specialist position requiring expertise in Curriculum Development, Educational Technology, Classroom Management. The ideal candidate should have strong Adaptability, Attention to Detail, Teamwork, Self-Motivation skills and be Collaborative, Cautious, Outgoing."
971,Content Creator,Creative Arts,Company 971,Europe,Paris,117724,Mid-level,Master's Degree,"Typography, After Effects, Sketch, Adobe Creative Suite, UI/UX, Blender","Problem Solving, Attention to Detail","Adaptable, Cautious",On-site,Startup (1-50),Emerging Field,2025-03-19,479,2395,0.23,"This is a Mid-level Content Creator position requiring expertise in Typography, After Effects, Sketch, Adobe Creative Suite, UI/UX, Blender. The ideal candidate should have strong Problem Solving, Attention to Detail skills and be Adaptable, Cautious."
972,Operations Manager,Business,Company 972,North America,Seattle,108334,Mid-level,PhD,"Data Analysis, Marketing, Tableau, SQL","Self-Motivation, Teamwork, Critical Thinking, Communication","Visionary, Analytical, Adaptable",Hybrid,Medium (201-1000),Moderate Growth,2025-03-19,26,338,0.07,"This is a Mid-level Operations Manager position requiring expertise in Data Analysis, Marketing, Tableau, SQL. The ideal candidate should have strong Self-Motivation, Teamwork, Critical Thinking, Communication skills and be Visionary, Analytical, Adaptable."
973,Pharmacist,Healthcare,Company 973,South America,Buenos Aires,178556,Manager,Associate's Degree,"Patient Care, Biology, Electronic Health Records, Healthcare Regulations, Laboratory Techniques","Time Management, Conflict Resolution, Adaptability, Interpersonal Skills","Visionary, Organized",Remote,Small (51-200),Stable Growth,2025-03-11,127,1651,0.26,"This is a Manager Pharmacist position requiring expertise in Patient Care, Biology, Electronic Health Records, Healthcare Regulations, Laboratory Techniques. The ideal candidate should have strong Time Management, Conflict Resolution, Adaptability, Interpersonal Skills skills and be Visionary, Organized."
974,Physician,Healthcare,Company 974,Europe,Berlin,49063,Entry-level,Associate's Degree,"Medical Terminology, Patient Care, Biology, Clinical Assessment","Problem Solving, Emotional Intelligence, Conflict Resolution, Work Ethic","Innovative, Independent",Flexible,Enterprise (10000+),Emerging Field,2025-03-17,316,3476,0.25,"This is a Entry-level Physician position requiring expertise in Medical Terminology, Patient Care, Biology, Clinical Assessment. The ideal candidate should have strong Problem Solving, Emotional Intelligence, Conflict Resolution, Work Ethic skills and be Innovative, Independent."
975,School Counselor,Education,Company 975,Australia,Sydney,130885,Manager,Certification,"Online Course Development, Educational Technology, Learning Management Systems, Curriculum Development, Assessment","Attention to Detail, Problem Solving, Adaptability, Emotional Intelligence","Methodical, Risk-taker, Visionary",On-site,Enterprise (10000+),Slow Growth,2025-03-22,380,1900,0.12,"This is a Manager School Counselor position requiring expertise in Online Course Development, Educational Technology, Learning Management Systems, Curriculum Development, Assessment. The ideal candidate should have strong Attention to Detail, Problem Solving, Adaptability, Emotional Intelligence skills and be Methodical, Risk-taker, Visionary."
976,School Counselor,Education,Company 976,North America,San Francisco,307784,Executive,Master's Degree,"Online Course Development, Learning Management Systems, Educational Technology","Emotional Intelligence, Critical Thinking","Cautious, Risk-taker, Analytical",Flexible,Small (51-200),Moderate Growth,2025-03-17,470,5640,0.27,"This is a Executive School Counselor position requiring expertise in Online Course Development, Learning Management Systems, Educational Technology. The ideal candidate should have strong Emotional Intelligence, Critical Thinking skills and be Cautious, Risk-taker, Analytical."
